source,target,weight,r_dist,it_dist,ct_dist,dist,timestamp,prop
6680.0,27748.0,1.0,4043712.606318723,9301643.901521787,839.9613517224789,10142592.94356002,2023-12-28 10:00:00,True
6853.0,45438.0,1.0,8124218.58761484,1537.0775570357218,6927609.057934679,10676829.926599585,2023-12-28 10:00:00,True
12534.0,23489.0,1.0,1160200.053444393,563.0790220499039,4353818.091128086,4505751.48579064,2023-12-28 10:00:00,True
37190.0,43372.0,1.0,12881312.33176237,9084926.309602382,1245.0454917342868,15762743.891513849,2023-12-28 10:00:00,True
4499.0,11050.0,1.0,6466093.480968041,50.62599249556661,5003732.106206402,8176044.269563439,2023-12-28 11:00:00,True
10392.0,12854.0,1.0,268.17040363443084,9232556.119241005,2227137.6925503593,9497380.421380855,2023-12-28 11:00:00,True
14473.0,15471.0,1.0,2032592.0559539457,1664440.4993287148,1712.3545074583963,2627126.866729254,2023-12-28 11:00:00,True
15822.0,43751.0,1.0,6341596.975908665,1370.1486179316416,2098567.237071137,6679808.270502196,2023-12-28 11:00:00,True
25962.0,43372.0,1.0,25085.77488559005,1383316.016944833,1238.9998134801644,1383544.012295332,2023-12-28 12:00:00,True
2223.0,7033.0,1.0,11824263.022002162,7984217.5047707,1550.5016048562247,14267477.968478864,2023-12-28 13:00:00,True
10933.0,14618.0,1.0,54.39375574886799,1043769.7154213637,2104310.2038104963,2348952.2463537757,2023-12-28 13:00:00,True
13166.0,23411.0,1.0,3249764.1462823283,11669354.209112085,1076.3967716640327,12113413.879778652,2023-12-28 13:00:00,True
15471.0,27748.0,1.0,5614421.826032197,7522283.8249782575,1896.8515989482403,9386505.738676252,2023-12-28 13:00:00,True
20555.0,56075.0,1.0,1274423.002604952,3714809.4116404084,277.81742294691503,3927335.3602109533,2023-12-28 13:00:00,True
13377.0,32264.0,1.0,6478928.613390315,1136.8223959924653,931917.6872895923,6545608.28690933,2023-12-28 14:00:00,True
19178.0,48793.0,1.0,2843133.594627857,6486211.851668095,656.4783754600212,7081973.824618745,2023-12-28 14:00:00,True
8306.0,38415.0,1.0,6833876.353956247,12760124.023181815,471.0996131915599,14474896.591343194,2023-12-28 15:00:00,True
11136.0,19196.0,1.0,957773.1287043849,142354.8820430562,579.3315279586241,968294.6938482613,2023-12-28 15:00:00,True
5552.0,16455.0,1.0,2304348.514586406,9753850.4993762,317.72611625422724,10022356.097335985,2023-12-28 16:00:00,True
6118.0,23493.0,1.0,359.53297290951014,4094168.1252899608,6137906.052469749,7378082.642282414,2023-12-28 16:00:00,True
9592.0,11136.0,1.0,837339.1650741771,1323.5461621163413,1100931.0373204402,1383180.3129299607,2023-12-28 16:00:00,True
20555.0,25622.0,1.0,3498604.1873436295,4762646.356653399,1942.765406276856,5909571.503296977,2023-12-28 16:00:00,True
6680.0,15822.0,1.0,729668.7928968314,15352758.429125099,1372.1716710561886,15370088.152423017,2023-12-28 17:00:00,True
7679.0,10647.0,1.0,1977796.8599328399,1056.148328189738,423896.99173843674,2022713.5719657366,2023-12-28 17:00:00,True
10840.0,11136.0,1.0,6888612.33457189,2836831.9373718873,423.918582290411,7449872.181226741,2023-12-28 17:00:00,True
14175.0,56077.0,1.0,5227863.328943025,7798246.838269477,1363.8695763946162,9388461.567095397,2023-12-28 17:00:00,True
6680.0,11876.0,1.0,1147679.3052883958,545.9996897447854,250353.87986926548,1174668.1025159876,2023-12-28 18:00:00,True
7679.0,19909.0,1.0,2683112.4046590272,1138.2329777805135,11797.420497486368,2683138.5820974386,2023-12-28 18:00:00,True
7679.0,32954.0,1.0,189082.0313401986,1353.546223972924,790172.7004958484,812481.8418106451,2023-12-28 18:00:00,True
13377.0,19196.0,1.0,13913.46699468256,798.4840465094894,708670.1770770552,708807.1966473036,2023-12-28 18:00:00,True
14618.0,25678.0,1.0,11133110.382289689,80.12503557745367,7425606.336111339,13382293.385274563,2023-12-28 18:00:00,True
5552.0,7679.0,1.0,4977776.112282988,2978019.1838583555,1825.9634988894686,5800591.057606649,2023-12-28 19:00:00,True
6680.0,7679.0,1.0,110734.07227386534,1933.700464903377,5286.733907473274,110877.06487479739,2023-12-28 19:00:00,True
7033.0,14175.0,1.0,2011201.835809201,527367.0424557151,177.00116528198123,2079194.279801722,2023-12-28 19:00:00,True
13166.0,23411.0,1.0,4694402.813864194,11475396.075581232,1494.0092619517818,12398473.095601123,2023-12-28 19:00:00,True
9592.0,37190.0,1.0,5018699.722645769,1046.8803877141327,4496626.44910563,6738471.445724139,2023-12-28 20:00:00,True
10653.0,45154.0,1.0,5873840.300592888,138.3117583580315,4795563.06716899,7582837.531372708,2023-12-28 20:00:00,True
11876.0,47228.0,1.0,6523271.3447857285,13531355.40014277,644.3470150800422,15021672.623841146,2023-12-28 20:00:00,True
19909.0,22283.0,1.0,9134800.482731836,11087032.722252771,1366.0684419684112,14365475.150852634,2023-12-28 20:00:00,True
21137.0,43372.0,1.0,14748155.53686138,4718274.274158279,1081.5846829827642,15484515.008080307,2023-12-28 20:00:00,True
13166.0,13762.0,1.0,830041.273748586,288.7057106178254,80499.72127636708,833935.7316980339,2023-12-28 21:00:00,True
13767.0,25962.0,1.0,12972534.308449652,1763370.1429423979,1813.1358958766796,13091834.246292066,2023-12-28 21:00:00,True
5216.0,14175.0,1.0,2833523.054104739,940.621545476839,711435.2656372311,2921471.1910447204,2023-12-28 22:00:00,True
6118.0,19196.0,1.0,14605082.954596795,2972188.8825163534,573.9205401078798,14904440.78767776,2023-12-28 22:00:00,True
11050.0,26022.0,1.0,9592344.431864677,1601.264878387563,3279212.3771620644,10137371.85261088,2023-12-28 22:00:00,True
19178.0,32954.0,1.0,208.96141124516726,14437824.566344552,3179166.353039722,14783703.086591905,2023-12-28 22:00:00,True
39483.0,51641.0,1.0,626302.6630307483,969.6678209621459,1787100.7741954755,1893669.755555376,2023-12-28 23:00:00,True
10647.0,13166.0,1.0,3472097.8243939336,1649708.7005552948,544.7352255806327,3844086.6789896134,2023-12-29 00:00:00,True
45438.0,54151.0,1.0,2302460.638787631,365873.60821852274,744.2129848115146,2331349.1896775467,2023-12-29 00:00:00,True
25622.0,48793.0,1.0,599612.9239190593,447.77965116128325,2593472.2283219947,2661885.4329431294,2023-12-29 01:00:00,True
45438.0,54151.0,1.0,3731264.5045866314,995.6792978662997,190276.46809297707,3736113.0776350065,2023-12-29 01:00:00,True
2223.0,6680.0,1.0,13019149.694712324,453.2021189069492,5770957.359957742,14240864.012733588,2023-12-29 02:00:00,True
2223.0,27748.0,1.0,2153287.602044336,344.80587924300926,5478662.301063234,5886627.916311718,2023-12-29 02:00:00,True
10933.0,11129.0,1.0,2274767.992689145,15354144.294604486,1910.6296991058625,15521737.019116268,2023-12-29 02:00:00,True
11136.0,32264.0,1.0,158.61762923561037,1724607.768284019,4148370.75016639,4492577.418411529,2023-12-29 02:00:00,True
11696.0,32264.0,1.0,1251872.8766666893,11553195.974296452,588.2964532580227,11620822.830846626,2023-12-29 02:00:00,True
32954.0,37190.0,1.0,13483008.936304087,1728.6251326669008,4771828.547206608,14302513.088563723,2023-12-29 02:00:00,True
6118.0,16455.0,1.0,12676269.24318499,4813167.992230911,709.960811659228,13559291.59474042,2023-12-29 03:00:00,True
9592.0,48795.0,1.0,13173497.994592277,5196532.239083897,1639.7738751340657,14161391.153916463,2023-12-29 03:00:00,True
10840.0,38415.0,1.0,2496244.7495252956,11226477.030806229,992.406735754339,11500653.257864248,2023-12-29 03:00:00,True
27464.0,54150.0,1.0,1350837.751084553,8775735.50963082,1123.5362060139887,8879093.288567482,2023-12-29 03:00:00,True
32954.0,45431.0,1.0,11105638.330319334,9334265.398945795,913.2325654141605,14507367.57981297,2023-12-29 03:00:00,True
1585.0,11696.0,1.0,4713247.321301721,9676971.499431364,1074.307147534215,10763757.65551699,2023-12-29 04:00:00,True
10933.0,56075.0,1.0,4105760.813663165,296.5371953872964,3160888.602847591,5181552.731233961,2023-12-29 04:00:00,True
19178.0,48786.0,1.0,7178811.178621072,8185501.239434313,1193.2498617740348,10887504.852027427,2023-12-29 04:00:00,True
26022.0,39483.0,1.0,1151308.576399561,772.7762312879786,3737505.990351485,3910813.6062956927,2023-12-29 04:00:00,True
8306.0,13161.0,1.0,2781861.248737419,5107057.492388595,763.3809904120862,5815564.359590557,2023-12-29 05:00:00,True
10933.0,43372.0,1.0,7304764.024739472,1919.1808887915686,3332532.595431732,8029031.986484936,2023-12-29 05:00:00,True
10933.0,56077.0,1.0,12044969.102832314,4878412.854367145,415.78356636618264,12995391.215300739,2023-12-29 05:00:00,True
11048.0,45158.0,1.0,2697866.8796735415,6028267.217938679,183.21630092072883,6604429.679001951,2023-12-29 06:00:00,True
15822.0,23411.0,1.0,1626835.2069417438,4832433.76534644,1576.185121137707,5098922.56965774,2023-12-29 06:00:00,True
5216.0,19909.0,1.0,14324062.166973453,5018462.077131802,568.517123578582,15177737.608291361,2023-12-29 07:00:00,True
10933.0,11129.0,1.0,11166747.591897197,11041891.246023528,900.6998379954603,15704127.319956785,2023-12-29 07:00:00,True
11129.0,54151.0,1.0,1258757.3978139292,1732.408212620765,736179.2877321141,1458229.4509010825,2023-12-29 07:00:00,True
15471.0,19178.0,1.0,8814977.161544124,11857623.146037295,410.62558521027677,14775217.399436032,2023-12-29 07:00:00,True
6680.0,48781.0,1.0,11960534.342226649,136346.78083793726,1243.379371251911,11961311.539384808,2023-12-29 08:00:00,True
6853.0,11129.0,1.0,10021952.293642243,11418547.369644683,132.44036770652747,15192851.99777846,2023-12-29 08:00:00,True
15822.0,21137.0,1.0,12317962.828734573,8222918.314272448,1051.374636108987,14810421.835946217,2023-12-29 08:00:00,True
4499.0,14879.0,1.0,2807015.513683092,2426155.0673613464,787.947727015242,3710197.451053288,2023-12-29 09:00:00,True
9592.0,14618.0,1.0,7455473.099436717,1596667.8290743288,1420.5138719524257,7624528.136920024,2023-12-29 09:00:00,True
11048.0,13161.0,1.0,855979.7976497617,1541.776665574871,3147274.2267828155,3261600.65759608,2023-12-29 09:00:00,True
11048.0,45433.0,1.0,12639890.157976352,9002305.246697636,357.32557606883347,15517999.970618276,2023-12-29 09:00:00,True
13161.0,27464.0,1.0,3575355.638582023,461.8362144101411,5278322.658923158,6375253.5829827655,2023-12-29 09:00:00,True
38415.0,48795.0,1.0,6729479.509966124,1594.4244116167538,7389944.787349956,9994857.72671747,2023-12-29 09:00:00,True
9592.0,26022.0,1.0,419353.94337376533,172194.05079508852,627.7333123516291,453330.91114710027,2023-12-29 10:00:00,True
12534.0,19909.0,1.0,15738260.121911867,89817.99305519112,1899.4615814906429,15738516.529355366,2023-12-29 10:00:00,True
14473.0,41240.0,1.0,2110645.2016672166,160829.3672572337,352.5227644648403,2116763.892588285,2023-12-29 10:00:00,True
14618.0,25622.0,1.0,4511866.959173749,272.1711484231055,2430697.886382198,5124962.023881132,2023-12-29 10:00:00,True
10933.0,19005.0,1.0,710007.9068918498,171.8019891679287,3245180.1368520525,3321943.0124527984,2023-12-29 11:00:00,True
22999.0,45150.0,1.0,8370524.451315942,6764763.5622887,1310.7901153181447,10762328.15713764,2023-12-29 11:00:00,True
12854.0,37188.0,1.0,557348.2758866902,903.977108400315,6966.0917111597955,557392.5405333363,2023-12-29 12:00:00,True
19005.0,48788.0,1.0,14312087.894297259,2241688.5568595203,1438.3912128899246,14486581.016548188,2023-12-29 12:00:00,True
22283.0,32954.0,1.0,2497093.2871443136,229.9830385381356,95976.50492570968,2498937.0594497067,2023-12-29 12:00:00,True
25962.0,37190.0,1.0,2048395.44123388,15623792.258328624,224.04560998501256,15757500.070292674,2023-12-29 12:00:00,True
6118.0,11048.0,1.0,289.95181677117944,276681.7754054256,2329872.4211288765,2346243.4629957923,2023-12-29 13:00:00,True
6680.0,48793.0,1.0,5104986.397061456,12252698.484487556,1109.8284731511958,13273639.572388027,2023-12-29 13:00:00,True
9592.0,45150.0,1.0,4416043.284612692,822876.4771533199,583.6240418422967,4492055.69075475,2023-12-29 13:00:00,True
11876.0,12854.0,1.0,6333601.490304689,3646075.4632013366,1223.1329872878268,7308103.42136747,2023-12-29 13:00:00,True
16910.0,23412.0,1.0,13221850.32701499,1774.1281014927663,4588897.828194404,13995546.166374654,2023-12-29 13:00:00,True
12854.0,14618.0,1.0,5590648.606328968,14743340.306216873,1865.4721992351115,15767734.101777388,2023-12-29 14:00:00,True
,,,,,,,2023-12-29 15:00:00,
11876.0,27464.0,1.0,6607.330274115317,641.4591730106622,729594.9866719618,729625.1865581959,2023-12-29 16:00:00,True
16455.0,38734.0,1.0,2298513.237813157,312109.47433356475,1175.8881800491363,2319607.0380743607,2023-12-29 16:00:00,True
22999.0,45431.0,1.0,2459573.2893281244,1777443.585224633,947.8892286859918,3034601.6810656646,2023-12-29 16:00:00,True
23411.0,39483.0,1.0,67.49773883074522,5998758.754965926,7167727.274657699,9346733.166658187,2023-12-29 16:00:00,True
13767.0,16910.0,1.0,15273572.608841589,974.0153254843317,840745.5427777208,15296694.88007009,2023-12-29 17:00:00,True
21137.0,23411.0,1.0,4126054.4172911383,14978305.7150696,1510.1081585846841,15536214.771589668,2023-12-29 17:00:00,True
5552.0,56075.0,1.0,7898703.737141441,10219688.165116396,1873.7965831272304,12916328.829449408,2023-12-29 18:00:00,True
11129.0,23411.0,1.0,10925835.219001919,8185481.254441818,1413.2871096184244,13651958.855672749,2023-12-29 18:00:00,True
2223.0,6853.0,1.0,263.78367172321305,182320.71005393192,824218.0187644106,844142.3181859358,2023-12-29 19:00:00,True
5552.0,6853.0,1.0,4334087.666215827,15073998.716439992,1902.5228772377595,15684698.174375942,2023-12-29 19:00:00,True
10653.0,48781.0,1.0,28361.416078365874,11708933.27131502,1990.185790764168,11708967.788958568,2023-12-29 19:00:00,True
23412.0,48781.0,1.0,10984246.497777784,6825439.271402406,568.8036870840006,12932141.844840836,2023-12-29 19:00:00,True
47228.0,56077.0,1.0,2972532.448469376,1399.275267586112,923791.4781340417,3112770.760953607,2023-12-29 19:00:00,True
7181.0,38734.0,1.0,4770676.313013711,6369230.654814822,536.3922253535129,7957791.898856087,2023-12-29 20:00:00,True
19178.0,19909.0,1.0,8003640.484441488,573807.8099899404,312.2625615308061,8024183.229743956,2023-12-29 20:00:00,True
27464.0,27465.0,1.0,4334410.545923786,2417778.2656206805,1747.0917078759521,4963141.099611467,2023-12-29 20:00:00,True
10647.0,16455.0,1.0,3363525.5578265525,274309.73628752213,872.4165686396882,3374692.6927774064,2023-12-29 21:00:00,True
10653.0,23493.0,1.0,121.72583925910294,387142.04544476606,1944970.3639828218,1983125.9906873812,2023-12-29 21:00:00,True
20305.0,45433.0,1.0,14287336.961916646,5198153.256050969,735.189033589093,15203578.370806187,2023-12-29 21:00:00,True
6680.0,11129.0,1.0,387161.05969700345,5552703.042203758,491.8275015023537,5566184.061180412,2023-12-29 22:00:00,True
14175.0,56077.0,1.0,425054.39520178083,1866.8435164103284,1446648.5714455415,1507801.9807821226,2023-12-29 22:00:00,True
21750.0,56718.0,1.0,10153943.357128689,10585761.340123516,524.2684837742709,14668364.22798019,2023-12-29 22:00:00,True
23412.0,27748.0,1.0,608547.0588507745,1162.755075149238,1095900.8764213827,1253526.8667948234,2023-12-29 22:00:00,True
4499.0,47228.0,1.0,2904964.5449125892,11920170.014144268,50.67856459552422,12269037.133201271,2023-12-29 23:00:00,True
8306.0,21137.0,1.0,12330490.497688198,44.651271554641426,311003.72654163325,12334411.993828304,2023-12-29 23:00:00,True
14879.0,27465.0,1.0,7141118.159241488,3350615.978997588,98.29685642011464,7888104.71612952,2023-12-29 23:00:00,True
21402.0,48788.0,1.0,2518853.428666479,2998887.1912424155,1268.1078277514316,3916369.312130837,2023-12-29 23:00:00,True
6125.0,11047.0,1.0,3413733.844110012,253.37421143613756,2063026.4834818253,3988691.150511405,2023-12-30 00:00:00,True
6125.0,16910.0,1.0,725096.143174082,14891072.130110659,1340.1188647327945,14908715.417396728,2023-12-30 00:00:00,True
7181.0,12534.0,1.0,3662799.2783277705,3676126.136163409,1535.4174534119666,5189412.710491324,2023-12-30 00:00:00,True
7181.0,19178.0,1.0,257389.73757826642,1814.6333907460794,125256.76264748583,286255.1772350681,2023-12-30 00:00:00,True
8306.0,16910.0,1.0,3545806.9883207157,532.1056598192081,6279414.01573465,7211365.187158754,2023-12-30 00:00:00,True
10933.0,54151.0,1.0,244.74185051210225,9748604.318322303,7531597.490112127,12319100.899342213,2023-12-30 00:00:00,True
11048.0,16455.0,1.0,9957505.047633208,379.31347413547337,509562.2912797164,9970534.621885316,2023-12-30 00:00:00,True
13166.0,15822.0,1.0,1749175.4110222291,15244713.280237582,234.94235850311816,15344735.177590221,2023-12-30 00:00:00,True
27748.0,56080.0,1.0,361.8772299098782,13196122.0693651,2390600.289421853,13410913.747553654,2023-12-30 00:00:00,True
7679.0,14618.0,1.0,14066811.26890861,2257958.2797878385,1585.8736595185474,14246878.864626877,2023-12-30 01:00:00,True
10653.0,11129.0,1.0,12000693.82806231,9903827.413102884,1770.5305584678426,15559641.799161041,2023-12-30 01:00:00,True
11048.0,48788.0,1.0,7690624.389665939,1624.2531091766432,2138536.079463968,7982420.854871777,2023-12-30 01:00:00,True
13161.0,13166.0,1.0,1327699.552766243,15228541.537114598,1524.6140991067514,15286309.750050483,2023-12-30 01:00:00,True
13166.0,19909.0,1.0,29598.1641899487,1790.8157900338992,518010.7387384474,518858.7320195749,2023-12-30 01:00:00,True
27464.0,54151.0,1.0,2205027.5933046993,6938297.902729183,378.3179900525138,7280255.807138634,2023-12-30 01:00:00,True
27465.0,45149.0,1.0,4468917.331763139,13196977.216894738,1585.6675404142588,13933105.622786088,2023-12-30 01:00:00,True
6853.0,16455.0,1.0,71250.73550790921,2841665.992386725,1305.796090003103,2842559.407418089,2023-12-30 02:00:00,True
6853.0,21137.0,1.0,15313838.391691472,1141518.344395834,536.8882434046827,15356324.778594809,2023-12-30 02:00:00,True
13166.0,44912.0,1.0,1776375.3714987207,15678230.18571223,1221.6370684988797,15778542.794220336,2023-12-30 02:00:00,True
19005.0,45154.0,1.0,2519624.889060612,1942.651846965775,2642796.7122204537,3651422.7114363434,2023-12-30 02:00:00,True
2223.0,48793.0,1.0,4730441.414448375,11759222.250424463,692.9896468217485,12675029.956202896,2023-12-30 03:00:00,True
14879.0,51641.0,1.0,2200618.176361284,1112.2968561341986,9660.00317761302,2200639.659507515,2023-12-30 03:00:00,True
5216.0,13161.0,1.0,601760.6964089051,5718233.162403863,319.17560213431716,5749809.260943434,2023-12-30 04:00:00,True
11876.0,43751.0,1.0,43490.34420217527,412.2118774568662,645184.6188928159,646648.8787690919,2023-12-30 04:00:00,True
12854.0,14175.0,1.0,703342.2549668299,11725028.900836073,254.95775373699144,11746105.44470236,2023-12-30 05:00:00,True
13377.0,26022.0,1.0,6202961.410566577,873.792990709655,1517089.3360715508,6385788.211185389,2023-12-30 05:00:00,True
9590.0,11876.0,1.0,7688733.368371937,7975195.435682187,527.8330047348281,11077922.337958943,2023-12-30 06:00:00,True
13767.0,21750.0,1.0,6077236.086049436,959.9270729525015,3596061.8559491467,7061477.19948552,2023-12-30 06:00:00,True
22999.0,45154.0,1.0,7713863.481415162,9407737.196419643,32.827449270989746,12165903.540957648,2023-12-30 06:00:00,True
22999.0,56718.0,1.0,10702985.235907504,459.58343436778523,6497198.409685349,12520682.103866737,2023-12-30 06:00:00,True
7181.0,16455.0,1.0,8607414.284428054,7817096.531407062,1357.883382571381,11627320.443204433,2023-12-30 07:00:00,True
8612.0,51641.0,1.0,1085537.7029196322,666.4353233156726,3148307.4106490575,3330200.0090901214,2023-12-30 07:00:00,True
41240.0,45158.0,1.0,415313.93839089584,5992645.985657756,1136.3277261597104,6007020.298624143,2023-12-30 07:00:00,True
6125.0,11050.0,1.0,1394403.936084874,4172084.0492055155,1403.478422280401,4398937.3285324,2023-12-30 08:00:00,True
6680.0,27748.0,1.0,864740.109250484,336.1604148596525,84098.50019246712,868819.9625267516,2023-12-30 08:00:00,True
11696.0,23412.0,1.0,3902207.1929741437,14844354.57789293,954.5938078546897,15348683.484988518,2023-12-30 08:00:00,True
11876.0,48786.0,1.0,71061.3667517528,217048.4606772652,1755.870077653788,228391.84575357995,2023-12-30 08:00:00,True
6680.0,11047.0,1.0,247729.56155565847,438.50767213851213,479847.01946368534,540021.5644265696,2023-12-30 09:00:00,True
6680.0,48788.0,1.0,5293929.446090495,12357019.76582522,1433.2508309111,13443274.471920416,2023-12-30 09:00:00,True
7181.0,39483.0,1.0,6623534.689167536,1647194.6024441877,1009.5768970642239,6825281.15583325,2023-12-30 09:00:00,True
9592.0,56080.0,1.0,1705556.6222021324,11810224.863872532,1796.5349535192363,11932742.264639271,2023-12-30 09:00:00,True
11047.0,23412.0,1.0,1242249.5167473778,2052073.581381319,1816.6807989635272,2398789.9336105636,2023-12-30 09:00:00,True
12534.0,25622.0,1.0,8415170.897386402,974.783429174684,3212961.721782293,9007675.904919095,2023-12-30 09:00:00,True
13161.0,21402.0,1.0,212000.07113437657,1498.9123242236674,159139.34474268323,265087.9249310821,2023-12-30 09:00:00,True
2223.0,16910.0,1.0,3589736.9126036717,77.41400273144245,4479730.7224860955,5740574.749420833,2023-12-30 10:00:00,True
9592.0,11050.0,1.0,1504223.5143498369,13708579.25939965,659.0866714846343,13790860.528870579,2023-12-30 10:00:00,True
10933.0,11129.0,1.0,13718258.199634627,6851074.674291043,1707.7341716941446,15333878.672433494,2023-12-30 10:00:00,True
15471.0,19178.0,1.0,818453.0623308128,2652725.2121497113,1604.6449300054228,2776115.819143497,2023-12-30 10:00:00,True
21402.0,45438.0,1.0,3850951.722205188,3095631.652633287,323.23698209039867,4940927.504024154,2023-12-30 10:00:00,True
25622.0,54150.0,1.0,629286.198108987,1587.4982817983255,2730514.358622019,2802090.701944224,2023-12-30 10:00:00,True
8612.0,19909.0,1.0,1176021.4050577618,6790416.572161376,899.9264341853559,6891500.879961161,2023-12-30 11:00:00,True
11876.0,56075.0,1.0,3669374.4418792427,14426686.050315078,1993.6948447572067,14886019.722003978,2023-12-30 11:00:00,True
19196.0,45431.0,1.0,1222519.466393934,506.5611736048013,1904067.9151088083,2262748.047764739,2023-12-30 11:00:00,True
