source,target,weight,r_dist,it_dist,ct_dist,dist,datetime,prop
47806.0,56345.0,1.0,7575362.890644236,7819201.389309566,1239.1180955829332,10886966.282070689,2023-12-28 10:00:00,True
41184.0,49427.0,1.0,7557905.140450481,2386877.4003012087,1947.2223172048107,7925851.2241772,2023-12-28 10:00:00,True
17725.0,53729.0,1.0,12765033.309225956,4153761.723353599,1066.6363059938885,13423852.38959959,2023-12-28 10:00:00,True
34634.0,44765.0,1.0,6880017.614441076,1427.6532888989896,6557835.579542968,9504727.870987842,2023-12-28 10:00:00,True
54901.0,55205.0,1.0,226724.31639544293,4433988.101052421,388.9231906107161,4439780.912069951,2023-12-28 11:00:00,True
49455.0,57776.0,1.0,12286939.398134355,5878824.651197869,1624.281229160959,13620920.001646271,2023-12-28 11:00:00,True
44765.0,52335.0,1.0,2741121.8503156677,72.23351853340864,8281.29528398998,2741134.3606885183,2023-12-28 11:00:00,True
45743.0,49425.0,1.0,40454.84436875023,323.75481522269547,100382.24114017468,108227.97044389385,2023-12-28 11:00:00,True
49425.0,55885.0,1.0,3095939.905275903,12908583.58781444,262.2337638856843,13274651.566404244,2023-12-28 11:00:00,True
33870.0,54302.0,1.0,8566654.684008494,5248492.461726238,682.5505224578083,10046603.707806785,2023-12-28 12:00:00,True
56389.0,58213.0,1.0,1585293.150278503,1241262.6924558226,231.92271623760462,2013426.8046767344,2023-12-28 12:00:00,True
17912.0,54895.0,1.0,2029374.7024421366,693.6332618165761,2487161.4928991683,3210036.5193872224,2023-12-28 13:00:00,True
41184.0,46707.0,1.0,298.49933807738125,168377.30476550385,288861.6546966862,334353.1986030009,2023-12-28 13:00:00,True
47564.0,49411.0,1.0,3322277.4825915433,3730649.754067637,1217.501676948974,4995525.67215604,2023-12-28 13:00:00,True
55869.0,55885.0,1.0,8126556.91979865,1192098.9106131475,828.2582372352481,8213527.12721058,2023-12-28 13:00:00,True
47918.0,56535.0,1.0,8373002.897706218,1280460.4628562946,893.6026357985102,8470345.761564905,2023-12-28 14:00:00,True
47918.0,53729.0,1.0,2251555.736810442,12889136.108909514,760.3781315181404,13084316.315655703,2023-12-28 14:00:00,True
47989.0,53729.0,1.0,2317677.4497703332,151400.05200161878,378.7810990065336,2322617.247932842,2023-12-28 14:00:00,True
33870.0,56535.0,1.0,2510600.5476329084,1038.6646968063433,5144978.589124,5724851.165850812,2023-12-28 14:00:00,True
46707.0,54901.0,1.0,2818404.9975554813,477.09658912103623,3356043.9725726433,4382515.043181032,2023-12-28 14:00:00,True
44765.0,52333.0,1.0,5261934.909668515,3770756.723998097,824.8163716895506,6473528.0910402415,2023-12-28 15:00:00,True
34091.0,55205.0,1.0,11265016.688589841,8019470.7606138345,1577.206316567026,13827961.337888084,2023-12-28 15:00:00,True
17725.0,49427.0,1.0,2751838.232751703,13161941.469385933,147.77813846990466,13446535.498953383,2023-12-28 15:00:00,True
34091.0,54187.0,1.0,7473501.782192445,73.94331458862871,2880945.766854379,8009561.6238004835,2023-12-28 15:00:00,True
33870.0,54901.0,1.0,4388535.899608986,1290.132861004211,2174783.232748257,4897849.64204115,2023-12-28 16:00:00,True
34091.0,54400.0,1.0,13940701.486199006,423717.60867203097,682.420148272533,13947139.312594077,2023-12-28 16:00:00,True
41184.0,44732.0,1.0,12820980.299427396,1816515.5477147955,288.47687186370604,12949025.625760956,2023-12-28 16:00:00,True
41184.0,47911.0,1.0,3681620.4094088282,1978.1497650863603,6166199.281095196,7181667.37786087,2023-12-28 16:00:00,True
45743.0,55885.0,1.0,7293412.479979901,11800652.910825972,113.54038114286959,13872608.793511169,2023-12-28 16:00:00,True
53708.0,56535.0,1.0,217908.7398130428,1024.9964184463024,2028383.857782165,2040055.475720164,2023-12-28 16:00:00,True
54901.0,55205.0,1.0,204407.190992672,4582116.080732543,192.47104983683676,4586673.098672107,2023-12-28 16:00:00,True
17725.0,48362.0,1.0,5109214.293308334,12297934.803407062,342.87036616168916,13317029.369996784,2023-12-28 17:00:00,True
44744.0,49425.0,1.0,322.4762768386572,25381.62183209794,239230.76752630156,240573.67031535285,2023-12-28 17:00:00,True
53729.0,55205.0,1.0,2889374.856537001,12302947.172441004,1148.8476585717872,12637681.650892828,2023-12-28 17:00:00,True
44744.0,54187.0,1.0,1241632.5832876712,9310843.313493757,290.20409355219454,9393266.458720919,2023-12-28 18:00:00,True
54179.0,57782.0,1.0,9441284.143003244,1745.1284593348391,6663784.450284099,11556118.401705911,2023-12-28 18:00:00,True
44765.0,53708.0,1.0,5529847.525799524,11376656.039151113,1885.918495036196,12649407.885289855,2023-12-28 18:00:00,True
17912.0,54895.0,1.0,1841444.6754377093,527.9854455599561,2542979.195573888,3139691.379831486,2023-12-28 18:00:00,True
38248.0,53248.0,1.0,1345263.1389315445,1015.6496358532459,3173397.4369405946,3446764.459212911,2023-12-28 18:00:00,True
49460.0,57776.0,1.0,9787620.940900574,2017129.2990505006,1450.8310072552413,9993314.58509908,2023-12-28 19:00:00,True
3341.0,53731.0,1.0,9692088.861458525,12118416.40838964,1501.398789824918,15517493.515375927,2023-12-28 19:00:00,True
17912.0,54314.0,1.0,2865629.9907722194,699.5666675064713,5163741.990026462,5905596.250419525,2023-12-28 19:00:00,True
37967.0,48362.0,1.0,1446686.336505711,105.32539225090295,2577782.46566493,2955987.788813635,2023-12-28 19:00:00,True
44744.0,54001.0,1.0,130113.44204773568,1056.7443784624338,214887.09015759733,251211.2378588789,2023-12-28 19:00:00,True
47143.0,56389.0,1.0,316035.354188567,191480.93309553713,1976.374946942553,369522.93419240095,2023-12-28 19:00:00,True
47745.0,53638.0,1.0,2010810.3548313892,94714.4097396452,1198.0826510768384,2013040.1232741252,2023-12-28 19:00:00,True
47806.0,54001.0,1.0,5685051.563957772,11858380.936898086,1840.4171171612106,13150703.901943114,2023-12-28 19:00:00,True
46707.0,51860.0,1.0,11896293.928174995,473.35278232581913,914050.1178985792,11931357.72104862,2023-12-28 20:00:00,True
48362.0,54400.0,1.0,12742015.304052072,5794490.1951644905,1686.2362127539236,13997681.00343579,2023-12-28 21:00:00,True
47774.0,49425.0,1.0,13041289.332152218,1372450.2239538548,1396.6471528426046,13113308.088074554,2023-12-28 21:00:00,True
54901.0,55205.0,1.0,179999.59060736373,4729625.246324791,568.370530547807,4733049.244021946,2023-12-28 21:00:00,True
37967.0,53731.0,1.0,7186414.754500198,1685.7624878808856,6544837.081056014,9720054.12963627,2023-12-28 21:00:00,True
41184.0,55205.0,1.0,12898534.58457202,531443.3650977747,941.0742951482534,12909478.198801368,2023-12-28 21:00:00,True
33062.0,37967.0,1.0,13141977.18603039,1159200.044882459,1420.0634976977017,13193002.354232304,2023-12-28 21:00:00,True
21346.0,44765.0,1.0,183629.6915148329,2585060.9274808327,1404.746693348614,2591575.164973451,2023-12-28 21:00:00,True
17725.0,33064.0,1.0,3983277.4137865864,219.41407006187364,5477819.45860449,6772961.318684087,2023-12-28 21:00:00,True
34634.0,46124.0,1.0,1078854.5037973803,829.9845788115636,1334331.9410459846,1715916.5067490428,2023-12-28 21:00:00,True
21346.0,46124.0,1.0,554789.7154109967,1175.1205675275996,1522331.4953291388,1620273.492625617,2023-12-28 22:00:00,True
38248.0,54314.0,1.0,3495318.620451171,11158130.038838781,1739.6922949114814,11692780.732085858,2023-12-28 22:00:00,True
44735.0,54187.0,1.0,12261749.243985731,301.16383721726015,1739195.3961739037,12384477.99623209,2023-12-28 22:00:00,True
47989.0,49432.0,1.0,850220.5300572431,124.16233106795698,625567.3572376762,1055561.2173571147,2023-12-28 22:00:00,True
47989.0,56389.0,1.0,4290749.439434126,2069288.6020619925,1091.6312137530185,4763663.218814556,2023-12-28 22:00:00,True
52333.0,55869.0,1.0,227.02651398070157,1035997.2088442007,346802.95582114265,1092502.8871542143,2023-12-28 22:00:00,True
46124.0,58213.0,1.0,82940.92171495128,11390933.343848925,651.5693165035918,11391235.317780366,2023-12-28 23:00:00,True
53708.0,57779.0,1.0,75.1865485184826,11150879.782218432,837989.772194074,11182322.959986564,2023-12-28 23:00:00,True
54400.0,55869.0,1.0,5032719.736817464,1539221.9488183511,669.9173141149804,5262838.835254735,2023-12-29 00:00:00,True
56345.0,56533.0,1.0,112.53164592385292,6182297.44541234,3156148.549600109,6941330.951867818,2023-12-29 00:00:00,True
47918.0,53719.0,1.0,3108464.1131153572,2184326.91289174,1166.4949238467962,3799188.672021911,2023-12-29 00:00:00,True
47774.0,53967.0,1.0,4161204.562036448,6477098.936099349,1429.8451024646347,7698599.6180857,2023-12-29 00:00:00,True
46707.0,54006.0,1.0,3442431.562271159,2672494.173277096,426.24777404172346,4358045.473467188,2023-12-29 00:00:00,True
17912.0,56109.0,1.0,11429333.373076467,445.4777099834755,5229028.343967439,12568707.13213514,2023-12-29 00:00:00,True
53708.0,56535.0,1.0,209.30794124864042,855846.7030034037,2988129.9334999584,3108278.3212463576,2023-12-29 01:00:00,True
17725.0,49432.0,1.0,9929857.82887657,497751.79043302685,717.3236917806789,9942325.37493789,2023-12-29 02:00:00,True
21346.0,52333.0,1.0,46993.598227612674,1941380.9956591902,527.5874701676657,1941949.7539662519,2023-12-29 02:00:00,True
33870.0,40400.0,1.0,4299821.600648716,1574.9788003871217,2797323.2063779775,5129667.182079582,2023-12-29 02:00:00,True
34325.0,55205.0,1.0,14260393.065792318,2414015.601962814,1320.4775525608566,14463273.6080418,2023-12-29 02:00:00,True
46671.0,53967.0,1.0,1254454.1041474342,369344.40052823164,1382.0273356176913,1307697.3256887302,2023-12-29 02:00:00,True
54901.0,55205.0,1.0,153499.26743042283,4876474.9132485315,714.902969785966,4878890.2545281965,2023-12-29 02:00:00,True
21346.0,46671.0,1.0,9193822.997007418,10541463.916055527,1957.4145681057125,13987453.18581174,2023-12-29 03:00:00,True
41141.0,53967.0,1.0,330956.67708295095,1896.8219668110833,893873.175061624,953176.3599324687,2023-12-29 03:00:00,True
44744.0,49427.0,1.0,2537312.313658854,1235537.30436996,1579.0130580062978,2822146.116135178,2023-12-29 03:00:00,True
47774.0,50191.0,1.0,4320174.9529595,1123.1499836556613,343898.4239520868,4333841.138256135,2023-12-29 03:00:00,True
47747.0,52335.0,1.0,2.1047634929418564,1860372.3695986327,716915.9908281978,1993728.6403810421,2023-12-29 04:00:00,True
56389.0,58213.0,1.0,971149.6602867749,1073870.6369348653,1410.2428596662357,1447871.4709292862,2023-12-29 04:00:00,True
43487.0,54895.0,1.0,1049098.1626712177,1208.8558806581423,187605.8277275376,1065741.2269636563,2023-12-29 04:00:00,True
44732.0,53248.0,1.0,30.50111909781117,185138.44650045177,631519.4211252234,658098.0356764911,2023-12-29 05:00:00,True
39768.0,47143.0,1.0,2173100.557383664,3585310.815485215,1576.1663232722785,4192472.0822489355,2023-12-29 05:00:00,True
54400.0,54895.0,1.0,52384.08188105747,22.73807073291391,620223.788716279,622432.0369655763,2023-12-29 05:00:00,True
33870.0,46707.0,1.0,12608289.37883821,1297.438742238097,3974808.7198454645,13219987.409344656,2023-12-29 05:00:00,True
47844.0,49455.0,1.0,25742.102395060472,1711.7329475404695,96016.49219950475,99422.09331782867,2023-12-29 05:00:00,True
33062.0,48362.0,1.0,13910278.222103693,431.53001749305986,755719.5906432893,13930791.524613112,2023-12-29 05:00:00,True
21346.0,43879.0,1.0,5516150.707608442,12658150.358089563,1145.9974364163354,13807848.870492542,2023-12-29 05:00:00,True
33062.0,53719.0,1.0,108685.18310701847,381.5956186084077,1003760.8063348467,1009627.8378571997,2023-12-29 05:00:00,True
33062.0,47811.0,1.0,9736926.820174828,1187.6220007245429,5936297.722671848,11403831.635204233,2023-12-29 05:00:00,True
47911.0,57388.0,1.0,1896256.3304924741,548.0292111402377,2076352.1645525238,2811943.57740527,2023-12-29 06:00:00,True
54482.0,55869.0,1.0,1208006.6231451705,612123.8721351493,1548.1222407342866,1354244.4510068332,2023-12-29 06:00:00,True
31722.0,56345.0,1.0,23769.058068735874,114648.04415767593,1779.1938801984652,117099.56311412388,2023-12-29 07:00:00,True
44735.0,49411.0,1.0,2531140.028319655,60396.71196295228,608.4988617701456,2531860.575949794,2023-12-29 07:00:00,True
54901.0,55205.0,1.0,124905.01025679149,5022624.241080257,608.1797160739079,5024177.13646293,2023-12-29 07:00:00,True
41141.0,54482.0,1.0,13470376.846593224,3835825.658303412,427.0693035714794,14005877.732313737,2023-12-29 08:00:00,True
54179.0,54901.0,1.0,5689218.046513042,8780876.096515879,766.8397864727303,10462838.409876017,2023-12-29 08:00:00,True
54179.0,55869.0,1.0,5666591.453908258,8825569.133909902,891.7350948692765,10488132.819435535,2023-12-29 08:00:00,True
33064.0,51860.0,1.0,4580154.959004238,7017979.391692441,1967.4662141014705,8380325.653674458,2023-12-29 09:00:00,True
47143.0,56389.0,1.0,2305694.6613318995,689.1455812286586,4488113.943388753,5045730.3846972035,2023-12-29 09:00:00,True
47745.0,53708.0,1.0,10342460.348932065,6259425.697604444,348.52452269895,12089123.055645194,2023-12-29 09:00:00,True
46148.0,51461.0,1.0,3382039.808925608,12972432.007232811,1952.0288858795539,13406050.472150724,2023-12-29 10:00:00,True
54901.0,55869.0,1.0,110715.31974155083,2157.656898233108,516.9527993481606,110737.54895680635,2023-12-29 10:00:00,True
54001.0,56109.0,1.0,1136613.7421667213,987.985233633779,1569537.7935224408,1937870.1350432003,2023-12-29 10:00:00,True
44735.0,54400.0,1.0,87.04423934733495,564019.2884920579,1920243.07591186,2001362.3449928372,2023-12-29 10:00:00,True
33064.0,39768.0,1.0,378.5841495608911,6270254.756293238,7033003.673988381,9422273.373792442,2023-12-29 11:00:00,True
41184.0,53242.0,1.0,929799.8811932632,7215991.304275361,1002.6895636687987,7275648.378517958,2023-12-29 11:00:00,True
47819.0,49411.0,1.0,308430.4228460388,71139.08184691146,1930.9449719088152,316534.0791312879,2023-12-29 11:00:00,True
54482.0,55869.0,1.0,1151581.762340235,619318.8839391889,506.0654393080622,1307553.705000507,2023-12-29 11:00:00,True
54901.0,55205.0,1.0,94216.64969944023,5168032.251514742,224.31354636326432,5168891.0009878995,2023-12-29 12:00:00,True
47774.0,53966.0,1.0,2922614.3059346024,5324335.748001396,1435.75620711362,6073732.5920800185,2023-12-29 12:00:00,True
41184.0,52335.0,1.0,3779322.9363300055,6273646.008376486,947.8525244032498,7324064.240154688,2023-12-29 12:00:00,True
37967.0,44732.0,1.0,64.53207715146709,2786736.2530075284,934567.0241106085,2939271.07809841,2023-12-29 12:00:00,True
3341.0,55869.0,1.0,11013829.092061784,8302246.9438564135,539.2167561380193,13792452.134289768,2023-12-29 12:00:00,True
31722.0,51461.0,1.0,8354636.0218429025,1281.8396231411025,1134158.3056232962,8431266.794663902,2023-12-29 12:00:00,True
41184.0,53966.0,1.0,5527390.744238345,1318151.7236213423,1200.3276125234552,5682391.560493171,2023-12-29 13:00:00,True
44768.0,49428.0,1.0,2481786.1298257527,2941382.13408656,1626.764023091644,3848505.411101858,2023-12-29 13:00:00,True
48860.0,56389.0,1.0,11982089.278665045,169142.8222268559,728.6311269244179,11983283.077150185,2023-12-29 13:00:00,True
53248.0,55205.0,1.0,315.94697808101773,607535.5549083436,3376880.5616707187,3431096.308483606,2023-12-29 14:00:00,True
47811.0,57779.0,1.0,5800030.689203504,11739698.583848398,1262.85119004827,13094307.176407145,2023-12-29 14:00:00,True
47143.0,53750.0,1.0,480640.9219158739,732.1638854388148,1808971.1798746088,1871735.280829271,2023-12-29 14:00:00,True
46671.0,56533.0,1.0,5562334.239392397,12245591.857908435,586.6015003174543,13449687.077597445,2023-12-29 14:00:00,True
34325.0,53729.0,1.0,13759683.473706324,1646.9063771667425,629525.1030218005,13774076.878840996,2023-12-29 14:00:00,True
21346.0,54400.0,1.0,3800191.1789404275,408925.32652694266,872.6529263369739,3822129.4693789394,2023-12-29 14:00:00,True
46671.0,54901.0,1.0,3345609.721815752,21419.533059795387,1206.1251203129068,3345678.5054518282,2023-12-29 14:00:00,True
33870.0,47747.0,1.0,1534439.0217352496,2800926.945574988,1547.074393725954,3193696.4882892426,2023-12-29 15:00:00,True
34325.0,57897.0,1.0,13761496.805266555,2155635.789183049,1761.399945944082,13929305.908030674,2023-12-29 15:00:00,True
38248.0,55869.0,1.0,4539153.301451488,12635631.986603089,1481.752680996433,13426209.837125892,2023-12-29 15:00:00,True
43487.0,55869.0,1.0,6954716.864951757,8706440.941439494,1989.2209691214375,11143168.512385437,2023-12-29 15:00:00,True
44735.0,54006.0,1.0,3525365.1321525727,1292941.0043010833,801.3108996646479,3754982.875819726,2023-12-29 15:00:00,True
47745.0,53719.0,1.0,1910005.5933592962,323.75450169481337,69220.37165826559,1911259.514386595,2023-12-29 15:00:00,True
47806.0,54901.0,1.0,2408984.026150173,396.1571758510545,2992633.6146714045,3841752.223510574,2023-12-29 15:00:00,True
49455.0,57776.0,1.0,12793383.44403,833.6829322325066,485880.8534039268,12802606.798801277,2023-12-29 15:00:00,True
57388.0,57782.0,1.0,809941.4432201646,64.92047386383638,2752748.5587656917,2869430.2175600687,2023-12-29 15:00:00,True
44735.0,53719.0,1.0,23078.296785546467,116.97240244969726,1093815.988400226,1094059.4307189295,2023-12-29 16:00:00,True
46124.0,52333.0,1.0,3593249.4949799385,5238165.581183007,1286.756647813134,6352150.993545932,2023-12-29 16:00:00,True
54901.0,55205.0,1.0,61435.06269008294,5312657.846395109,460.5634343260899,5313013.069051301,2023-12-29 17:00:00,True
44768.0,49428.0,1.0,2332571.4943139553,3276938.4053322515,877.9408187137451,4022339.600183903,2023-12-29 17:00:00,True
49428.0,57388.0,1.0,6941580.025742799,567.1279081264511,7213599.052047483,10011071.114477502,2023-12-29 17:00:00,True
34325.0,55205.0,1.0,5458135.502482474,8004745.912446158,1240.2806853009388,9688508.751329033,2023-12-29 17:00:00,True
38861.0,57779.0,1.0,1658292.6153148818,608.0888275948819,4077781.6116398657,4402071.971243555,2023-12-29 17:00:00,True
54302.0,55205.0,1.0,127.00725159002468,12379294.37214132,1339257.062487308,12451527.562820664,2023-12-29 18:00:00,True
48860.0,56535.0,1.0,8008419.500278015,5345683.836499727,1388.5570586104877,9628661.407503035,2023-12-29 18:00:00,True
47844.0,53708.0,1.0,4792610.697637029,2104805.1120998813,1327.2069358746521,5234436.323092003,2023-12-29 18:00:00,True
46124.0,57782.0,1.0,4525074.922357152,850130.570555836,159.5169655783102,4604239.900937487,2023-12-29 18:00:00,True
47916.0,54482.0,1.0,8015666.911708315,180.4251947402954,5316595.824921634,9618581.352651903,2023-12-29 18:00:00,True
44732.0,53638.0,1.0,76054.5303566698,86.93334311246872,167065.88078872394,183562.81668380412,2023-12-29 18:00:00,True
33062.0,51860.0,1.0,11366269.810342439,5632412.288419747,793.355453860946,12685273.281157825,2023-12-29 18:00:00,True
33062.0,44768.0,1.0,905947.4583260808,858.5568898171186,3923195.273738519,4026437.9655287964,2023-12-29 18:00:00,True
44768.0,56345.0,1.0,8849405.75525657,7375644.239570267,96.00926637847442,11520074.22628396,2023-12-29 18:00:00,True
3341.0,38861.0,1.0,8034373.749262316,1219.5101900100708,2539610.5929388106,8426196.353860235,2023-12-29 19:00:00,True
31722.0,49460.0,1.0,858797.7912235651,640.9412546707317,3003095.7431875393,3123478.5255812607,2023-12-29 19:00:00,True
44744.0,54482.0,1.0,7377718.939778322,11878171.541445713,1752.657612701878,13982907.387027325,2023-12-29 19:00:00,True
47819.0,50191.0,1.0,2870537.605765558,492735.31012425944,159.855761943385,2912520.258729778,2023-12-29 19:00:00,True
47819.0,55869.0,1.0,1883736.7102673454,1138.5305593442172,330877.71763410326,1912575.581222198,2023-12-29 19:00:00,True
53967.0,58213.0,1.0,79.22268961183727,6205189.175158529,138765.07411853457,6206740.56583453,2023-12-29 20:00:00,True
47564.0,54176.0,1.0,9113577.14223979,1498.5937318187207,1577643.5280004824,9249121.562331233,2023-12-29 20:00:00,True
7959.0,54901.0,1.0,629485.9534424013,14373816.024493419,1960.1994639318436,14387593.38853955,2023-12-29 20:00:00,True
31722.0,47819.0,1.0,4803432.166726762,159.75851756893098,5761851.740106835,7501459.59669452,2023-12-29 20:00:00,True
34325.0,52333.0,1.0,12234806.464729225,881.3234132018406,4477886.501015071,13028505.575164175,2023-12-29 20:00:00,True
47918.0,49455.0,1.0,2728573.8937153826,1785.0572327999398,1149519.4544645865,2960829.893135877,2023-12-29 21:00:00,True
48860.0,56345.0,1.0,104231.1810677331,146.8923687711358,503460.1610418423,514136.45507824124,2023-12-29 21:00:00,True
27226.0,57388.0,1.0,126094.63425088767,1764.6239749435335,445126.60755963717,462645.2933319319,2023-12-29 22:00:00,True
34274.0,41141.0,1.0,4138710.0746593457,5350035.088338728,1529.6155584019143,6764007.604095822,2023-12-29 22:00:00,True
43879.0,54001.0,1.0,7532634.0101599,1573.0287604182959,4088661.578227317,8570748.573299149,2023-12-29 22:00:00,True
44732.0,53638.0,1.0,252035.61389312334,1306.5561576895416,21785.600795713253,252978.79389685398,2023-12-29 22:00:00,True
47811.0,54001.0,1.0,809020.1575424001,54300.50648878794,825.7319663017988,810840.8241746026,2023-12-29 22:00:00,True
47989.0,49425.0,1.0,429570.77289664,13302959.845643632,1850.903876000084,13309893.88122907,2023-12-29 22:00:00,True
54901.0,55205.0,1.0,26562.17626428604,5456459.825796245,1470.281807657797,5456524.676152841,2023-12-29 22:00:00,True
47143.0,54895.0,1.0,878986.996795442,1564.399155699648,1231675.2538771601,1513157.1362200147,2023-12-29 23:00:00,True
38861.0,53638.0,1.0,9190322.88193158,10156288.134627404,251.10994763998315,13697161.144221995,2023-12-29 23:00:00,True
38248.0,54400.0,1.0,2191792.7616629982,13676856.180143507,45.54081626236439,13851366.376082972,2023-12-29 23:00:00,True
53750.0,56389.0,1.0,2380546.4279797934,1989.7759653544053,1556436.3698088303,2844204.533474946,2023-12-29 23:00:00,True
33062.0,47918.0,1.0,5722664.726802846,342.29519231803715,6618933.092226539,8749809.539180327,2023-12-29 23:00:00,True
7959.0,47747.0,1.0,13805160.60536736,2308944.8754211576,142.2573500087019,13996917.010469044,2023-12-29 23:00:00,True
34634.0,53966.0,1.0,3557474.0683365967,1019.9415135080926,5121788.920826253,6236051.999195211,2023-12-29 23:00:00,True
3341.0,54314.0,1.0,845390.3117390927,334354.3564725432,980.4848216614919,909108.6712956676,2023-12-30 00:00:00,True
