test_loss,test_accuracy,test_f1,test_tn,test_fp,test_fn,test_tp,epoch,step
0.5268562611237151,0.7076171040534973,0.7448838149143799,11153.7783203125,8724.00390625,2826.850830078125,17050.931640625,0,0
