val_loss,val_accuracy,val_f1,val_tn,val_fp,val_fn,val_tp,epoch,step,train_loss,train_accuracy,train_f1,train_tn,train_fp,train_fn,train_tp,test_loss,test_accuracy,test_f1,test_tn,test_fp,test_fn,test_tp
,,,,,,,17,14975,0.44716416164151024,0.7273001074790955,0.768939903814085,12656.275390625,10517.380859375,2021.9735107421875,21151.677734375,,,,,,,
0.4534309580453338,0.7271605730056763,0.7682974803638799,11912.0625,9765.5732421875,1982.080322265625,19695.5546875,18,15807,,,,,,,,,,,,,,
,,,,,,,18,15807,0.44681231403926497,0.7289721369743347,0.7704233106456293,12694.59765625,10479.05859375,1979.6190185546875,21194.029296875,,,,,,,
0.4534053636023054,0.7278987765312195,0.7691407680729622,11905.0400390625,9772.5947265625,1943.704345703125,19733.9296875,19,16639,,,,,,,,,,,,,,
,,,,,,,19,16639,0.4464358445467314,0.7298438549041748,0.7713467166171366,12696.7431640625,10476.9130859375,1940.7752685546875,21232.8828125,,,,,,,
0.45390349451663903,0.7264842987060547,0.7684686526529207,11820.1025390625,9857.533203125,1918.916015625,19758.71875,20,17471,,,,,,,,,,,,,,
,,,,,,,20,17471,0.4513228191013692,0.7225927710533142,0.7657127576524493,12470.572265625,10703.083984375,2056.75830078125,21116.896484375,,,,,,,
0.45515580357773616,0.7259783744812012,0.7680313223153363,11810.861328125,9866.7734375,1930.9051513671875,19746.73046875,21,18303,,,,,,,,,,,,,,
,,,,,,,21,18303,0.44614582190588514,0.729949951171875,0.771845608191868,12649.6943359375,10523.9619140625,1893.3184814453125,21280.34375,,,,,,,
0.45412654360753063,0.7262353301048279,0.7683674629055056,11803.525390625,9874.109375,1912.93798828125,19764.697265625,22,19135,,,,,,,,,,,,,,
,,,,,,,22,19135,0.4462899698812877,0.7307978272438049,0.772552991643834,12669.52734375,10504.12890625,1875.8184814453125,21297.841796875,,,,,,,
0.45447001344389076,0.7245554327964783,0.7674173925082577,11718.28125,9959.3544921875,1899.6824951171875,19777.953125,23,19967,,,,,,,,,,,,,,
,,,,,,,23,19967,0.44605855332860084,0.73100745677948,0.7727938085910756,12667.958984375,10505.697265625,1864.8858642578125,21308.7734375,,,,,,,
0.4540139201315519,0.7256362438201904,0.768130845320495,11761.8544921875,9915.78125,1897.2664794921875,19780.369140625,24,20799,,,,,,,,,,,,,,
,,,,,,,24,20799,0.44558182979941247,0.7313584685325623,0.7731629151365033,12669.515625,10504.140625,1849.65625,21324.009765625,,,,,,,
0.45420013313698815,0.7230199575424194,0.766575760557906,11635.16015625,10042.474609375,1883.8065185546875,19793.828125,25,21631,,,,,,,,,,,,,,
,,,,,,,25,21631,0.4453318051521059,0.7318332195281982,0.7735463385612401,12685.5380859375,10488.1181640625,1841.64306640625,21332.01953125,,,,,,,
0.45343029678006447,0.7250276207923889,0.7675747352706802,11755.16015625,9922.474609375,1915.580322265625,19762.0546875,26,22463,,,,,,,,,,,,,,
,,,,,,,26,22463,0.4450228682736047,0.7320773005485535,0.7737550606556789,12690.234375,10483.421875,1835.641845703125,21338.009765625,,,,,,,
0.45355024313411024,0.7266180515289307,0.768883330761627,11796.470703125,9881.1640625,1887.5181884765625,19790.1171875,27,23295,,,,,,,,,,,,,,
,,,,,,,27,23295,0.4448406820940628,0.7322479486465454,0.773901922341288,12704.25,10469.40625,1832.2572021484375,21341.39453125,,,,,,,
0.4535262211961654,0.7260035276412964,0.7687841889500344,11737.2958984375,9940.33984375,1855.6094970703125,19822.025390625,28,24127,,,,,,,,,,,,,,
,,,,,,,28,24127,0.4447405600126591,0.7323397397994995,0.7739679099388628,12712.83984375,10460.81640625,1832.578125,21341.07421875,,,,,,,
0.45404901761274646,0.725842297077179,0.7685291837189924,11746.4375,9931.197265625,1871.5255126953125,19806.109375,29,24959,,,,,,,,,,,,,,
,,,,,,,29,24959,0.44494779811996543,0.7319859266281128,0.7736401006239019,12711.296875,10462.359375,1844.89306640625,21328.779296875,,,,,,,
,,,,,,,30,24960,,,,,,,,0.4981047408345146,0.6983329653739929,0.7440032520322049,10341.1494140625,9536.6328125,2355.025390625,17522.755859375
