test_loss,test_accuracy,test_f1,test_tn,test_fp,test_fn,test_tp,epoch,step
0.4822276893551533,0.7259466648101807,0.7656609483571208,11066.8076171875,8810.974609375,1998.490966796875,17879.291015625,0,0
